,P/B,P/E,Forward P/E,PEG,Debt/Eq,EPS (ttm),Dividend %,ROE,ROI,EPS Q/Q,Insider Own,EPS next Y,Income,Perf Year,Perf YTD,Profit Margin,Payout,Sales
LOVE,1.82,13.00,7.77,0.43,0.00,1.78,-,16.70%,14.70%,-12.20%,1.10%,2.97,28.20M,-39.48%,5.04%,4.30%,0.00%,651.50M
OPK,0.77,-,-,-,0.16,-0.40,-,-18.00%,-8.90%,71.00%,0.40%,-0.21,-291.20M,-42.75%,26.40%,-31.90%,-,912.60M
SVII,,,,,,,,,,,,,,,,,,
FRST,0.50,10.64,5.79,-,0.24,0.77,4.90%,4.80%,18.10%,25.60%,0.90%,1.41,18.90M,-39.06%,-31.14%,12.90%,52.00%,146.60M
CCTS,,,,,,,,,,,,,,,,,,
WFRD,8.22,26.94,10.65,-,3.86,2.40,-,35.20%,11.50%,185.10%,0.40%,6.08,178.00M,97.35%,27.20%,3.90%,0.00%,4.58B
PCRX,2.25,-,8.49,-,0.72,-0.28,-,-1.40%,4.30%,-389.20%,0.30%,4.42,-10.50M,-38.09%,-2.77%,-1.60%,0.00%,669.20M
EDTK,0.55,-,-,-,-,-0.29,-,-,-,-,50.50%,-,-,7.53%,9.03%,-,-,18.49M
FIXD,-,-,-,-,-,-,3.74%,-,-,-,-,-,-,-5.90%,0.76%,-,-,-
MANH,62.97,84.33,55.21,5.62,0.00,2.17,-,67.30%,54.50%,29.00%,0.40%,3.32,137.20M,46.24%,50.95%,17.00%,0.00%,809.10M
LXRX,6.23,-,-,-,0.00,-0.63,-,-105.10%,-,-7.30%,0.40%,-0.46,-110.40M,69.36%,53.40%,-,-,0.10M
ONB,0.80,6.96,7.32,0.87,0.35,2.00,4.01%,12.00%,16.00%,473.40%,0.30%,1.91,586.30M,-12.76%,-22.41%,34.20%,27.80%,1.71B
VONE,-,-,-,-,-,-,1.78%,-,-,-,-,-,-,3.18%,11.30%,-,-,-
SLAC,11.11,-,-,-,0.09,-0.04,-,1.40%,-,-211.90%,-,-,2.30M,4.23%,1.89%,-,0.00%,-
WATT,1.23,-,-,-,0.00,-0.33,-,-94.00%,-108.50%,12.10%,1.50%,-0.21,-25.80M,-68.63%,-61.72%,-,-,0.70M
HITI,0.57,-,-,-,0.43,-0.99,-,-,-30.70%,59.20%,9.24%,0.00,-67.80M,-50.79%,-18.83%,-,-,402.70M
ODDS,,,,,,,,,,,,,,,,,,
ICMB,0.64,-,5.59,-,-,-0.21,13.30%,-,-,-,26.55%,0.70,-,-19.93%,11.45%,-,333.67%,25.91M
RAVE,2.75,4.24,-,0.42,0.00,0.44,-,69.40%,54.60%,-14.60%,1.40%,-,7.80M,98.94%,18.35%,66.60%,0.00%,11.70M
QUBT,1.09,-,-,-,0.11,-0.87,-,-48.90%,-44.10%,42.50%,44.90%,-0.42,-40.00M,-52.41%,-8.61%,-,-,0.20M
XWEL,0.59,-,-,-,0.00,-0.39,-,-68.40%,-78.20%,-56.80%,1.10%,-,-34.10M,-66.97%,-31.30%,-87.40%,-,39.00M
CMCA,,,,,,,,,,,,,,,,,,
ISSC,3.40,23.47,17.61,1.17,0.00,0.28,-,15.70%,17.60%,-11.60%,0.10%,0.38,4.90M,-20.36%,-18.61%,17.60%,0.00%,28.10M
DWAW,-,-,-,-,-,-,0.54%,-,-,-,-,-,-,-6.21%,-1.58%,-,-,-
BYNO,,,,,,,,,,,,,,,,,,
RACY,-,43.86,-,-,-,0.28,-,-,-,-,71.67%,-,-,-,-2.92%,-,0.00%,-
SOHOO,,,,,,,,,,,,,,,,,,
BSMQ,-,-,-,-,-,-,2.14%,-,-,-,-,-,-,-2.00%,-0.17%,-,-,-
DTIL,2.16,-,-,-,0.00,-1.15,-,-150.70%,-,51.20%,1.90%,-0.81,-108.50M,-55.99%,-34.54%,-,-,30.60M
BSVN,1.48,6.95,7.01,-,0.00,3.58,2.57%,23.40%,38.40%,54.00%,4.60%,3.55,33.10M,0.24%,-2.77%,36.20%,15.40%,91.20M
ROBT,-,-,-,-,-,-,0.31%,-,-,-,-,-,-,6.81%,25.53%,-,-,-
SGTX,0.34,-,-,-,0.51,-13.19,-,-87.90%,-75.50%,46.90%,-,-9.36,-37.10M,-60.10%,-0.55%,-,-,14.60M
HFFG,0.78,-,-,-,0.62,-0.16,-,-2.90%,2.20%,-290.70%,5.80%,-,-8.60M,-17.39%,2.96%,-0.70%,-,1.19B
TRNS,7.37,66.60,49.32,2.66,0.52,1.40,-,11.10%,9.20%,-1.90%,2.00%,1.89,10.70M,44.25%,31.18%,4.40%,0.00%,230.60M
NTRS,1.47,12.89,11.18,1.45,12.59,5.88,3.96%,11.90%,0.90%,-14.80%,0.20%,6.78,1.23B,-31.27%,-14.36%,14.90%,49.20%,8.25B
NCTY,0.44,-,-,-,-,-5.97,-,-,-,-,1.98%,-,-,-56.14%,23.78%,-,-,118.89M
SPFI,1.12,8.08,10.62,-,0.33,2.98,2.16%,14.90%,26.30%,-32.20%,9.30%,2.27,53.20M,0.33%,-12.53%,30.30%,15.60%,175.50M
WINA,-,34.02,-,-,-,10.82,0.87%,-62.90%,361.10%,-6.20%,5.60%,-,38.50M,84.81%,56.05%,47.00%,25.10%,81.90M
AGRI,0.77,-,1.08,-,0.52,-0.58,-,-116.60%,-,66.40%,31.81%,0.25,-11.30M,-88.65%,-76.19%,-,-,-
SLAB,3.49,64.21,30.45,17.84,0.37,2.41,-,5.50%,4.20%,-28.60%,0.70%,5.09,82.50M,3.53%,14.26%,8.00%,0.00%,1.04B
IRDM,7.51,529.83,157.52,52.98,1.37,0.12,0.81%,1.40%,2.90%,254.50%,1.50%,0.41,15.70M,71.01%,24.73%,2.10%,105.80%,758.10M
RUM,6.30,-,-,-,0.00,-0.17,-,-14.40%,-10.60%,-527.10%,6.00%,-0.07,-36.60M,-7.39%,64.20%,-69.10%,-,53.00M
CXDO,1.08,-,11.62,-,0.08,-1.47,1.16%,-66.70%,-81.80%,-12.00%,4.70%,0.15,-35.80M,-40.07%,-9.47%,-85.40%,-,41.90M
AEI,0.11,-,-,-,0.00,-5.29,-,-26.00%,-5.10%,65.00%,51.20%,-,-37.90M,-74.99%,-23.91%,-,-,3.50M
FNVT,,,,,,,,,,,,,,,,,,
FWONK,2.50,39.22,67.19,-,-,1.85,-,-,-,-,2.49%,1.08,-,15.01%,21.38%,-,0.00%,2.59B
CPOP,0.26,13.42,-,-,0.11,0.04,-,-,0.90%,-,29.34%,-,0.80M,-62.22%,-34.65%,-,0.00%,32.30M
AGMH,1.18,2.27,-,-,0.00,0.86,-,111.50%,13.30%,-,29.27%,-,18.60M,-0.26%,18.48%,12.40%,0.00%,150.20M
ISPR,4.92,-,-,-,0.00,-0.15,-,-,-17.50%,-343.00%,73.91%,-,-8.20M,-,4.11%,-7.80%,-,104.80M
VEDU,1.21,-,-,-,4.60,-0.09,-,-,3.70%,-404.30%,76.33%,-,-3.30M,-65.98%,7.19%,-,0.00%,3.90M
BHFAN,0.20,1.39,-,-,-,12.61,7.68%,-,-,-,-,-,-,-21.53%,0.46%,-,-,7.74B
OB,1.17,-,66.48,-,1.14,-0.52,-,-12.60%,-4.30%,-230.00%,9.90%,0.07,-28.30M,-19.86%,30.39%,-2.90%,-,969.60M
MCRI,2.90,15.72,14.39,1.12,0.11,4.44,1.72%,17.40%,16.50%,-2.80%,4.30%,4.85,87.00M,9.03%,-3.00%,17.90%,0.00%,486.20M
FIXT,,,,,,,,,,,,,,,,,,
CNEY,0.07,1.93,-,-,0.06,0.10,-,3.80%,0.20%,-64.70%,23.86%,-,2.20M,-86.35%,-74.19%,5.50%,0.00%,40.20M
SCRMU,-,-,-,-,-,-,-,-,-,-18.90%,-,-,-,4.55%,3.29%,-,0.00%,-
QDEL,1.15,47.26,14.99,6.56,0.52,1.83,-,2.40%,8.40%,-92.40%,0.90%,5.77,117.60M,-7.44%,0.90%,3.80%,0.00%,3.11B
GROW,0.75,12.98,-,-,0.00,0.21,3.23%,5.70%,23.90%,-95.00%,2.20%,-,3.20M,-44.09%,-3.46%,13.10%,38.40%,24.70M
HSTO,0.35,-,-,-,0.00,-4.07,-,-93.70%,-73.90%,-201.40%,2.87%,-4.12,-13.90M,-59.17%,13.13%,-,-,0.02M
TEAM,75.48,-,79.21,-,1.72,-2.08,-,-108.40%,-11.40%,-,0.60%,2.16,-533.30M,-9.95%,33.15%,-15.90%,-,3.36B
ESGRO,,,,,,,,,,,,,,,,,,
PEPL,,,,,,,,,,,,,,,,,,
CDC,-,-,-,-,-,-,3.79%,-,-,-,-,-,-,-19.08%,-7.14%,-,-,-
BGXX,13.71,-,-,-,0.30,-0.18,-,-,-,-226.90%,69.07%,-,-29.50M,-63.91%,104.47%,-,-,-
BLACU,-,-,-,-,-,-,-,-,-,-,17.42%,-,-,-,3.35%,-,-,-
TSAT,0.27,-,-,-,0.00,-1.83,-,-6.20%,8.10%,-46.60%,6.55%,-,-21.80M,-48.12%,6.67%,-3.90%,-,562.70M
FCEL,1.44,-,-,-,0.12,-0.32,-,-18.10%,-18.90%,57.60%,0.10%,-0.27,-123.90M,-44.00%,-14.39%,-91.30%,-,135.80M
SNOA,0.51,-,-,-,0.00,-2.19,-,-92.90%,-50.90%,-103.60%,0.26%,-,-6.80M,-72.20%,-17.83%,-54.10%,-,12.60M
TYRA,2.43,-,-,-,0.00,-1.25,-,-19.90%,-,21.50%,1.30%,-1.83,-52.40M,109.40%,87.63%,-,-,-
PFTA,,,,,,,,,,,,,,,,,,
MKTX,9.07,39.41,31.36,2.92,0.00,6.89,1.06%,24.50%,22.10%,14.20%,1.90%,8.66,259.10M,-3.51%,-2.63%,35.20%,40.80%,735.40M
DAVE,0.68,-,-,-,0.00,-3.21,-,-89.30%,-49.50%,-,1.40%,-4.13,-110.10M,-87.69%,-38.04%,-49.80%,-,221.20M
EMCGU,,,,,,,,,,,,,,,,,,
GENE,2.09,-,-,-,0.06,-0.37,-,-50.90%,-43.80%,-40.50%,-,-,-5.70M,-19.30%,5.87%,-97.90%,-,5.80M
BOTZ,-,-,-,-,-,-,0.17%,-,-,-,-,-,-,17.70%,36.25%,-,-,-
SKGR,1.33,51.06,-,-,0.03,0.21,-,2.00%,-,-,-,-,4.20M,-,3.83%,-,0.00%,-
SIEN,-,-,-,-,-,-8.57,-,-,-132.90%,63.40%,0.90%,-1.71,-68.20M,-83.43%,-16.71%,-74.30%,-,91.70M
BCOW,,,,,,,,,,,,,,,,,,
MBIN,1.17,6.04,5.74,-,0.37,4.52,1.17%,20.90%,22.30%,4.40%,7.00%,4.76,195.60M,3.68%,12.25%,31.70%,6.40%,616.10M
ISTB,-,-,-,-,-,-,2.44%,-,-,-,-,-,-,-2.08%,0.58%,-,-,-
FMAO,1.10,10.79,12.72,-,0.11,2.32,3.36%,-,21.70%,-23.40%,1.80%,1.97,30.60M,-38.37%,-7.95%,-,33.03%,111.10M
AKLI,1.02,-,-,-,0.18,-0.17,-,-104.30%,-71.20%,21.20%,11.90%,-0.71,-13.50M,-87.83%,7.14%,-,-,0.40M
TMKRU,,,,,,,,,,,,,,,,,,
DALI,-,-,-,-,-,-,0.73%,-,-,-,-,-,-,-10.28%,4.98%,-,-,-
BPMC,8.71,-,-,-,0.34,-9.71,-,-100.30%,-83.00%,-20.60%,1.00%,-7.79,-581.10M,3.61%,37.02%,-,-,204.60M
APMIU,,,,,,,,,,,,,,,,,,
CHDN,14.90,19.32,16.95,0.64,6.28,7.22,0.26%,89.50%,3.00%,276.60%,2.90%,8.23,554.30M,32.08%,31.97%,27.60%,4.90%,2.01B
CLINU,,,,,,,,,,,,,,,,,,
NRIX,2.29,-,-,-,0.00,-3.53,-,-60.20%,-60.50%,20.80%,0.20%,-3.39,-178.60M,9.63%,5.74%,-,-,41.70M
RNSC,-,-,-,-,-,-,2.01%,-,-,-,-,-,-,-1.93%,7.68%,-,-,-
MYSZ,0.38,-,-,-,-,-6.73,-,-,-,-,20.68%,-,-,-80.08%,-56.62%,-,-,4.46M
ASTL,0.73,2.15,4.30,-,0.08,3.57,2.60%,37.60%,50.70%,-161.40%,10.83%,1.79,418.10M,-17.51%,21.14%,18.50%,7.40%,2.26B
GDNR,,,,,,,,,,,,,,,,,,
OPEN,1.45,-,-,-,3.82,-2.35,-,-99.40%,-14.90%,-460.00%,6.50%,-0.60,-1482.00M,-67.55%,100.86%,-10.90%,-,13.54B
IGTAU,,,,,,,,,,,,,,,,,,
WVVI,0.96,-,-,-,0.35,-0.65,-,-10.10%,-1.10%,-122.20%,22.52%,-,-3.20M,-8.76%,-2.30%,-8.90%,-,36.00M
MOR,10.01,-,-,-,2.90,-0.57,-,-206.90%,-79.10%,63.80%,-,-5.13,-78.40M,42.24%,112.57%,-24.40%,-,321.90M
INBX,70.46,-,-,-,13.46,-3.94,-,-,-49.60%,-40.10%,21.62%,-4.28,-162.90M,125.21%,0.08%,-,-,1.30M
LNKB,0.59,19.44,6.46,-,0.51,0.28,5.53%,1.90%,15.20%,-166.20%,7.90%,0.84,2.50M,-52.83%,-41.98%,5.60%,80.30%,44.90M
SNGX,-,-,-,-,-,-3.65,-,-,-176.80%,76.40%,0.36%,-1.74,-10.50M,-91.20%,-89.09%,-,-,1.00M
DXGE,,,,,,,,,,,,,,,,,,
NERV,-,-,-,-,-,-5.49,-,169.30%,-,28.60%,3.42%,-1.33,-29.30M,126.31%,330.19%,-,-,-
BEAT,-,-,-,-,-,-1.82,-,-368.70%,-,-89.40%,6.50%,-0.72,-15.00M,75.33%,-46.11%,-,-,-
BNR,1.55,-,-,-,0.00,-1.32,-,-72.50%,-84.80%,27.70%,6.04%,-0.56,-136.90M,1.83%,-0.89%,-,-,79.40M
ATRO,2.43,-,27.71,-,0.72,-1.15,-,-15.30%,-6.10%,-39.90%,0.90%,0.65,-37.10M,65.00%,73.50%,-6.40%,-,575.30M
FWRD,4.01,15.03,15.85,1.14,0.26,6.94,0.92%,-,23.60%,-13.10%,0.50%,6.58,185.80M,5.70%,-0.58%,-,13.46%,1.93B
JGGC,1.42,51.62,-,-,0.00,0.20,-,2.80%,-,67.20%,-,-,6.30M,-,3.03%,-,0.00%,-
SKYY,-,-,-,-,-,-,1.10%,-,-,-,-,-,-,2.24%,27.32%,-,-,-
ZXZZT,,,,,,,,,,,,,,,,,,
SNEX,1.39,8.31,9.32,0.44,5.36,10.43,-,18.70%,3.30%,-37.30%,3.50%,9.30,212.70M,9.34%,-9.00%,0.30%,0.00%,64.48B
BTDR,1.73,-,-,-,0.31,-0.54,-,-,-13.40%,-108.40%,59.14%,-,-,-50.00%,-52.11%,-,-,315.49M
LCAAU,,,,,,,,,,,,,,,,,,
WTMA,,,,,,,,,,,,,,,,,,
FEXD,,,,,,,,,,,,,,,,,,
VFF,0.22,-,-,-,0.19,-1.12,-,-,-23.80%,13.50%,16.22%,-0.10,-101.30M,-76.16%,-46.28%,-,-,288.10M
CSBR,10.67,-,55.50,-,0.00,-0.23,-,-36.30%,6.30%,-428.90%,16.80%,0.10,-3.10M,-23.66%,23.06%,-5.80%,0.00%,53.70M
ALPS,1.04,0.86,-,-,-,0.69,-,-,-,-,44.99%,-,-,-88.45%,-88.13%,-,-,180.71M
FNCH,0.41,-,1.00,-,0.00,-3.22,-,-150.80%,-104.70%,-157.30%,0.10%,0.28,-154.00M,-88.32%,-40.85%,-,-,0.60M
PI,102.49,-,51.88,-,0.00,-0.71,-,-220.50%,-6.60%,60.40%,1.70%,2.00,-18.20M,107.31%,-5.19%,-6.30%,-,290.60M
SATL,1.50,-,-,-,0.00,-0.46,-,88.30%,-89.90%,70.70%,16.17%,-,-36.60M,-58.30%,-32.46%,-,-,6.00M
IVVD,0.46,-,-,-,0.00,-1.62,-,-47.70%,-,65.20%,25.64%,-1.41,-176.00M,-58.81%,-8.00%,-,-,-
ARCT,2.30,7.59,-,-,0.00,3.75,-,48.60%,3.30%,196.40%,6.60%,-3.49,111.30M,53.86%,67.92%,39.60%,0.00%,281.00M
AGFY,0.01,-,-,-,0.89,-62.06,-,-154.20%,-23.40%,-269.90%,12.57%,-3.26,-161.80M,-99.25%,-41.47%,-,-,77.60M
DHACU,,,,,,,,,,,,,,,,,,
UBFO,1.00,5.84,-,-,0.10,1.13,6.65%,17.50%,30.70%,150.10%,8.00%,-,19.40M,-15.51%,-9.44%,36.00%,38.70%,53.80M
PRSRU,-,-,-,-,-,-0.01,-,-,-,-,-,-,-,5.37%,4.11%,-,0.00%,-
SIGI,2.50,24.66,13.56,1.84,0.20,4.13,1.18%,10.70%,10.10%,66.90%,0.80%,7.52,251.90M,29.02%,15.09%,6.70%,20.60%,3.74B
KVSA,1.21,77.80,-,-,0.00,0.13,-,1.30%,-,983.00%,-,-,4.30M,5.44%,2.91%,-,0.00%,-
SKYU,-,-,-,-,-,-,-,-,-,-,-,-,-,-14.72%,52.69%,-,-,-
TBIO,1.12,-,-,-,0.54,-1.57,-,-92.20%,-71.10%,16.70%,0.60%,-0.53,-46.40M,-61.13%,15.00%,-,-,28.10M
PRTG,0.38,-,-,-,0.00,-1.17,-,-11.90%,-,-66.90%,16.90%,-0.93,-17.50M,-57.63%,-29.03%,-,-,-
CMPO,-,11.85,5.75,-,-,0.61,-,-,-20.70%,-50.10%,1.30%,1.26,17.60M,9.19%,47.66%,-,0.00%,389.60M
NCACU,,,,,,,,,,,,,,,,,,
AFCG,0.76,7.08,5.39,-,0.26,1.78,17.82%,10.50%,11.60%,-5.70%,16.50%,2.33,35.80M,-29.62%,-20.09%,48.00%,125.30%,74.60M
TFIN,1.81,17.48,24.85,1.46,0.00,3.46,-,10.40%,36.10%,-53.80%,3.70%,2.44,85.80M,-18.23%,23.96%,20.60%,0.00%,416.50M
EMBK,0.52,-,-,-,0.01,-6.32,-,-78.40%,-,-227.40%,0.90%,-7.06,-147.80M,-85.29%,-15.50%,-,-,-
FDT,-,-,-,-,-,-,2.39%,-,-,-,-,-,-,-8.88%,6.39%,-,-,-
RZLT,0.84,-,-,-,0.00,-1.06,-,-34.00%,-,53.20%,16.65%,-1.44,-48.50M,-32.85%,0.24%,-,-,-
BANL,4.82,15.90,-,-,0.00,0.17,-,-,32.20%,22.00%,84.75%,-,3.70M,-,-37.78%,0.80%,0.00%,462.90M
HNDL,-,-,-,-,-,-,7.10%,-,-,-,-,-,-,-9.34%,3.17%,-,-,-
PHAT,-,-,-,-,-,-4.87,-,392.80%,-,16.50%,0.40%,-5.43,-194.90M,72.04%,4.72%,-,-,-
MREO,2.50,-,-,-,-,-0.38,-,-,-,-,-,-,-,123.83%,65.33%,-,-,-
CDIO,3.83,-,-,-,0.26,-0.57,-,-80.10%,-,-254.90%,19.80%,-0.94,-5.40M,-85.93%,30.19%,-,-,0.00M
VEEE,0.71,-,-,-,0.02,-0.58,-,-21.20%,-19.60%,28.00%,0.40%,-,-5.10M,-33.97%,13.66%,-14.60%,-,35.00M
VHNAU,,,,,,,,,,,,,,,,,,
NTCT,1.07,37.66,13.27,21.16,0.05,0.81,-,3.00%,3.20%,60.10%,1.30%,2.31,59.60M,-13.18%,-5.60%,6.50%,0.00%,914.50M
XRTX,0.93,-,-,-,0.01,-0.60,-,-81.00%,-,49.30%,3.23%,-1.38,-8.60M,-54.55%,-19.55%,-,-,-
WALD,,,,,,,,,,,,,,,,,,
ZENV,0.18,-,-,-,0.16,-1.07,-,-21.60%,-17.70%,82.70%,45.35%,-0.13,-45.00M,-77.61%,-29.92%,-30.60%,-,147.20M
CBAT,0.89,-,-,-,0.17,-0.13,-,-9.30%,-7.70%,-409.60%,20.32%,-,-11.30M,-9.30%,18.18%,-5.30%,-,210.90M
ALZN,11.47,-,-,-,0.00,-0.16,-,-157.70%,-,-102.00%,2.60%,-0.17,-15.40M,-24.58%,21.83%,-,-,-
MPRAU,,,,,,,,,,,,,,,,,,
IBTX,0.71,15.54,9.73,1.55,0.17,2.60,3.76%,4.50%,18.60%,-176.80%,1.60%,4.16,107.10M,-44.26%,-32.66%,15.00%,58.30%,715.30M
MOND,-,-,95.46,-,-,-1.24,-,-88.10%,-61.20%,-729.40%,93.70%,0.10,-90.20M,-6.09%,-14.89%,-56.60%,-,159.50M
CRWS,1.06,7.17,-,1.43,0.00,0.72,6.21%,15.30%,21.60%,-44.70%,3.90%,-,7.30M,-20.65%,-3.56%,9.20%,44.50%,79.10M
OAKUU,-,-,-,-,-,-,-,-,-,-,0.42%,-,-,-,1.37%,-,-,-
VPN,-,-,-,-,-,-,2.16%,-,-,-,-,-,-,-15.14%,5.93%,-,-,-
VRTS,1.84,12.89,8.18,0.38,2.76,16.52,3.10%,15.20%,4.40%,23.60%,0.10%,26.01,123.10M,7.81%,11.17%,14.80%,38.20%,831.80M
GTBP,0.97,-,-,-,0.00,-0.49,-,-111.60%,-,96.50%,1.90%,-0.34,-15.70M,-87.97%,-63.87%,-,-,-
FWONA,2.24,31.40,57.94,-,0.43,2.07,-,7.30%,4.90%,-208.60%,3.56%,1.12,484.00M,13.01%,21.79%,18.70%,0.00%,2.59B
ICUI,2.19,-,22.29,-,0.79,-1.92,-,-2.20%,-0.10%,74.60%,1.50%,8.61,-46.00M,7.79%,21.85%,-2.00%,-,2.31B
VCNX,9.15,-,-,-,0.08,-0.45,-,-324.80%,-368.60%,16.10%,1.80%,-,-20.20M,-64.53%,-29.00%,-,-,0.80M
ALGS,0.57,-,-,-,0.00,-1.95,-,-74.50%,-93.70%,36.10%,16.48%,-1.16,-83.40M,-20.98%,18.59%,-,-,14.10M
FMB,-,-,-,-,-,-,2.82%,-,-,-,-,-,-,-2.61%,0.52%,-,-,-
SWSS,1.33,278.65,-,-,0.00,0.04,-,0.50%,-,229.40%,58.31%,-,0.80M,5.20%,1.78%,-,0.00%,-
CADL,1.10,-,-,-,0.53,-0.93,-,-53.50%,-50.60%,-898.40%,1.10%,-0.87,-26.70M,-58.52%,-15.64%,-,-,0.09M
PCH,1.73,18.45,29.83,3.69,0.47,2.62,3.73%,8.50%,11.20%,-91.40%,0.60%,1.62,186.30M,-6.62%,9.66%,15.80%,67.90%,1.18B
BYSI,-,-,-,-,-,-0.85,-,-198.30%,623.40%,-72.00%,30.58%,-1.48,-33.30M,-20.89%,-33.51%,-,-,1.40M
OCEA,120.65,-,-,-,-,-0.07,-,-,-,-,76.89%,-1.10,-1.00M,-44.33%,-46.63%,-,-,-
KITT,-,-,-,-,-,-2.13,-,-,-115.60%,-382.80%,31.40%,-0.28,-45.30M,-80.16%,-46.79%,-,-,14.30M
USAU,1.82,-,-,-,0.00,-0.91,-,-35.30%,-,62.90%,10.15%,-,-7.50M,-21.89%,-13.75%,-,-,-
EVAX,3.94,-,-,-,1.23,-0.98,-,-135.50%,-,-145.00%,42.47%,-1.96,-23.20M,-21.59%,-22.25%,-,-,-
MBLY,2.36,-,52.24,-,0.00,-0.13,-,-0.80%,-0.60%,-30.60%,1.50%,0.83,-101.00M,-,24.13%,-5.20%,-,1.93B
WABC,1.81,8.33,8.46,2.78,0.00,5.20,3.88%,23.30%,29.30%,79.00%,3.96%,5.12,139.90M,-27.45%,-26.64%,56.50%,32.30%,247.60M
AREC,17.40,-,-,-,0.11,-0.03,-,119.00%,-174.00%,-1.00%,33.10%,-,-1.80M,-9.38%,31.82%,-4.60%,-,39.30M
CTLP,3.30,-,47.45,-,0.24,-0.07,-,-3.20%,-1.70%,262.50%,0.20%,0.15,-4.90M,35.45%,66.90%,-2.10%,-,237.50M
NUVL,5.54,-,-,-,0.00,-1.72,-,-25.60%,-,-22.20%,5.10%,-2.78,-89.50M,349.79%,45.60%,-,-,-
AIBBU,,,,,,,,,,,,,,,,,,
CSWI,4.66,25.29,22.07,2.11,0.48,6.27,0.48%,19.50%,14.20%,44.00%,1.20%,7.18,97.30M,42.44%,36.69%,12.70%,10.90%,757.90M
LGVC,1.43,74.31,-,-,0.00,0.14,-,1.90%,-,620.20%,4.19%,-,4.90M,-,1.50%,-,0.00%,-
JOET,-,-,-,-,-,-,1.21%,-,-,-,-,-,-,1.06%,3.41%,-,-,-
TRMD,1.19,2.81,3.63,-,-,8.48,-,-,-,1376.90%,0.46%,6.57,-,70.99%,-18.17%,-,-,1.62B
CRVS,3.33,-,-,-,0.00,-0.88,-,-65.40%,-,5.10%,0.10%,-0.48,-40.90M,243.14%,311.76%,-,-,-
RDHL,-,-,-,-,-,-47.46,-,256.90%,-57.70%,89.80%,4.38%,-,-71.70M,-94.93%,-63.47%,-,-,61.80M
WING,-,98.09,79.84,6.29,-,2.00,0.39%,-15.10%,23.10%,80.30%,0.10%,2.46,59.90M,149.37%,42.48%,15.40%,28.50%,390.00M
MIGI,0.57,-,-,-,0.34,-3.82,-,-,-46.60%,16.80%,17.94%,-0.96,-52.50M,-77.29%,101.45%,-,-,72.60M
EQ,0.75,-,-,-,0.26,-0.84,-,-89.30%,-152.10%,90.20%,0.10%,-0.70,-29.00M,-74.36%,-39.65%,-,-,24.60M
FANH,1.60,15.26,11.52,1.99,0.11,0.52,7.55%,12.00%,7.70%,259.70%,0.20%,0.69,28.00M,70.09%,7.43%,6.80%,0.00%,412.10M
ARHS,4.57,7.27,9.93,12.12,0.21,1.11,-,83.70%,52.90%,110.50%,0.20%,0.81,154.70M,39.76%,-17.44%,12.00%,0.00%,1.29B
VVOS,1.98,-,-,-,0.00,-1.10,-,-188.70%,-494.70%,17.60%,16.95%,-0.40,-23.80M,-77.93%,3.23%,-,-,16.00M
GAIA,0.61,-,63.88,-,0.18,-0.20,-,-4.80%,-2.40%,-562.30%,16.28%,0.04,-4.10M,-49.00%,7.35%,-5.40%,-,79.90M
TGAN,,,,,,,,,,,,,,,,,,
DTST,0.69,-,10.83,-,0.06,-0.66,-,-21.50%,-20.50%,-68.70%,36.67%,0.18,-4.50M,-36.89%,31.76%,-20.20%,-,22.10M
DYNT,0.31,-,-,-,0.19,-2.36,-,-38.30%,-29.90%,21.60%,21.50%,-0.58,-4.90M,-73.77%,-54.95%,-11.20%,-,43.40M
FORD,2.00,-,-,-,0.00,-0.25,-,-41.50%,-16.10%,-144.40%,30.84%,-,-2.50M,-37.50%,-6.67%,-6.00%,-,41.90M
SPWR,3.90,48.15,18.86,0.91,0.58,0.23,-,6.50%,0.70%,-,0.30%,0.59,53.80M,-40.57%,-37.77%,1.80%,0.00%,1.83B
RXDX,13.53,-,-,-,0.00,-3.52,-,-33.50%,-,-4.80%,0.20%,-4.31,-150.60M,631.30%,80.76%,-,-,4.00M
TWLVU,,,,,,,,,,,,,,,,,,
ME,1.27,-,-,-,0.00,-0.69,-,-39.70%,-45.00%,78.20%,1.00%,-0.58,-311.70M,-15.61%,-7.41%,-,-,299.50M
PLBC,1.65,7.59,-,-,0.00,4.79,2.75%,24.10%,37.10%,32.90%,2.60%,-,28.40M,10.41%,-1.81%,43.50%,16.90%,65.20M
OFLX,15.31,47.10,-,-,0.00,2.37,1.15%,34.50%,33.40%,5.30%,1.90%,-,23.90M,-1.99%,19.57%,19.30%,54.00%,124.20M
CDNS,20.39,71.24,38.91,4.06,0.23,3.12,-,31.10%,25.10%,4.20%,0.60%,5.72,855.40M,38.79%,38.49%,23.20%,0.00%,3.68B
ENG,2.89,-,-,-,0.27,-0.58,-,-136.40%,-144.60%,-61.30%,23.67%,-,-21.20M,-55.56%,-33.05%,-46.10%,-,46.00M
DOX,3.09,21.10,14.26,2.09,0.18,4.43,1.86%,14.90%,13.80%,-47.10%,4.80%,6.56,528.30M,8.08%,2.89%,11.20%,35.40%,4.74B
IMRX,2.70,-,-,-,0.00,-1.94,-,-44.20%,-,-5.20%,27.61%,-2.03,-51.20M,126.76%,106.19%,-,-,0.10M
STBX,5.30,33.93,-,-,0.00,0.09,-,-,15.40%,43.30%,71.85%,-,3.60M,-,10.62%,50.10%,0.00%,7.20M
