,P/B,P/E,Forward P/E,PEG,Debt/Eq,EPS (ttm),Dividend %,ROE,ROI,EPS Q/Q,Insider Own,EPS next Y,Income,Perf Year,Perf YTD,Profit Margin,Payout,Sales
GSFP,-,-,-,-,-,-,0.74%,-,-,-,-,-,-,9.92%,10.80%,-,-,-
PGF,-,-,-,-,-,-,5.93%,-,-,-,-,-,-,-5.53%,0.17%,-,-,-
AGIL,0.83,-,-,-,1.93,-1.10,-,-73.10%,-4.50%,-483.10%,6.90%,-0.08,-51.90M,-85.30%,-82.82%,-29.70%,-,174.50M
SND,0.30,47.43,15.09,-,0.11,0.04,-,0.70%,0.00%,38.00%,7.30%,0.11,1.60M,-36.38%,-8.66%,0.50%,0.00%,296.50M
CBNK,1.16,6.70,8.06,-,0.05,2.88,1.24%,18.80%,51.50%,-4.20%,2.70%,2.39,41.30M,-11.69%,-18.14%,25.90%,8.20%,159.70M
XTOC,,,,,,,,,,,,,,,,,,
NAD,0.94,-,-,-,0.05,-3.57,4.09%,-24.70%,5.10%,-204.10%,-,-,-834.00M,-8.06%,-5.81%,-,-,215.50M
AVTA,2.17,-,22.79,-,0.35,-0.01,-,-,0.50%,-107.80%,0.10%,1.00,-0.70M,32.66%,-11.30%,-,0.00%,678.10M
FISR,-,-,-,-,-,-,2.60%,-,-,-,-,-,-,-2.64%,1.12%,-,-,-
INDF,,,,,,,,,,,,,,,,,,
VNO$O,,,,,,,,,,,,,,,,,,
FNLC,1.25,7.74,-,-,0.00,3.37,5.21%,16.50%,28.80%,-18.20%,0.30%,-,37.30M,-9.01%,-13.63%,36.70%,39.30%,101.40M
UP,0.55,-,-,-,1.52,-2.46,-,-157.00%,-110.90%,-9.90%,7.80%,-6.23,-567.40M,-86.81%,-69.90%,-35.30%,-,1.61B
TSLX,1.12,12.45,8.71,6.22,-,1.49,9.92%,-,-,29.50%,0.42%,2.13,-,0.75%,6.07%,-,133.57%,338.38M
NVEE,2.13,33.35,16.87,2.27,0.23,3.09,-,6.90%,7.20%,-31.90%,1.20%,6.11,47.30M,-9.64%,-21.54%,6.10%,0.00%,780.90M
TWI,1.70,3.91,6.01,0.16,1.05,2.90,-,52.00%,24.60%,34.60%,2.00%,1.89,184.20M,-40.36%,-25.53%,8.50%,0.00%,2.16B
QVML,,,,,,,,,,,,,,,,,,
BFST,0.77,6.71,7.48,-,0.81,2.43,2.95%,12.10%,27.90%,31.40%,3.70%,2.18,57.80M,-24.71%,-27.53%,21.30%,19.60%,271.50M
PBDC,,,,,,,,,,,,,,,,,,
PHM,1.80,6.31,8.07,0.69,0.26,11.72,0.87%,-,22.60%,28.30%,0.76%,9.16,2.68B,89.11%,63.77%,-,5.50%,16.66B
PROF,5.90,-,-,-,-,-1.51,-,-,-,-,4.47%,-0.96,-,66.90%,20.62%,-,-,7.18M
NRGD,-,-,-,-,-,-,-,-,-,-,-,-,-,-45.71%,6.12%,-,-,-
BWSN,,,,,,,,,,,,,,,,,,
EMDM,,,,,,,,,,,,,,,,,,
OIS,0.64,243.10,9.89,-,0.20,0.03,-,0.30%,-0.40%,121.50%,0.80%,0.71,2.00M,-0.22%,-6.90%,0.30%,0.00%,769.90M
CTA$B,,,,,,,,,,,,,,,,,,
HTEC,-,-,-,-,-,-,-,-,-,-,-,-,-,9.39%,4.88%,-,-,-
VTSI,2.28,19.37,15.81,0.55,0.22,0.40,-,12.70%,4.80%,407.40%,4.90%,0.48,4.30M,65.96%,66.67%,13.70%,0.00%,31.60M
HEWU,-,-,-,-,-,-,3.08%,-,-,-,-,-,-,7.30%,4.01%,-,-,-
FBT,-,-,-,-,-,-,1.39%,-,-,-,-,-,-,26.48%,3.91%,-,-,-
GRZZ,,,,,,,,,,,,,,,,,,
ATH$E,,,,,,,,,,,,,,,,,,
NBO,0.92,-,-,-,-,-3.15,3.06%,-,-,-,-,-,-,-6.31%,0.69%,-,-,4.11M
ESSA,0.70,7.53,8.44,-,0.00,2.10,3.80%,9.50%,25.80%,2.50%,4.80%,1.87,20.40M,-8.95%,-26.67%,28.30%,28.60%,72.20M
FEXDU,,,,,,,,,,,,,,,,,,
EAGG,-,-,-,-,-,-,2.63%,-,-,-,-,-,-,-1.94%,1.12%,-,-,-
GDMN,,,,,,,,,,,,,,,,,,
GEGGL,,,,,,,,,,,,,,,,,,
CSM,-,-,-,-,-,-,1.23%,-,-,-,-,-,-,11.96%,13.00%,-,-,-
ENTX,2.40,-,-,-,0.00,-0.40,-,-85.90%,-111.50%,42.10%,1.10%,-0.76,-11.50M,-51.73%,14.38%,-,-,0.07M
MCAAU,,,,,,,,,,,,,,,,,,
IBND,-,-,-,-,-,-,1.16%,-,-,-,-,-,-,2.19%,2.60%,-,-,-
NTGR,0.68,-,16.85,-,0.00,-0.74,-,-3.50%,-11.30%,82.80%,2.70%,0.87,-21.50M,-19.75%,-19.00%,-2.40%,-,902.80M
FLEE,-,-,-,-,-,-,3.03%,-,-,-,-,-,-,15.08%,13.01%,-,-,-
RDWR,2.66,-,23.94,-,0.00,-0.16,-,-0.50%,-2.50%,23.90%,28.50%,0.83,-7.00M,-8.33%,-0.03%,-0.60%,-,288.80M
CLF,1.15,18.75,8.12,-,0.00,0.90,-,6.60%,11.80%,-107.50%,0.20%,2.07,474.00M,-9.20%,1.74%,2.10%,0.00%,22.33B
BYRN,2.40,-,11.80,-,0.00,-0.30,-,-14.80%,-16.70%,27.30%,3.60%,0.42,-6.80M,-45.25%,-39.73%,-14.10%,-,48.50M
OXSQL,,,,,,,,,,,,,,,,,,
DFEM,-,-,-,-,-,-,1.91%,-,-,-,-,-,-,1.89%,10.11%,-,-,-
FPE,-,-,-,-,-,-,6.33%,-,-,-,-,-,-,-8.88%,-4.97%,-,-,-
KLXE,4.82,4.42,1.65,-,11.60,2.12,-,-92.30%,10.70%,133.10%,0.10%,5.67,26.20M,74.71%,-46.91%,3.00%,0.00%,868.90M
PAMC,,,,,,,,,,,,,,,,,,
SWAV,18.90,46.78,60.06,13.72,0.18,6.33,-,55.20%,41.00%,166.90%,1.90%,4.93,240.60M,75.63%,44.23%,43.20%,0.00%,557.20M
VTNR,2.06,-,4.51,-,1.06,-0.12,-,-,14.10%,136.60%,0.50%,1.32,-5.80M,-60.44%,-7.66%,-,-,3.41B
MPC,1.88,3.45,8.72,-,1.02,33.03,2.64%,61.20%,31.20%,309.00%,0.20%,13.06,16.31B,14.34%,-2.84%,9.30%,8.00%,175.56B
NCAC,,,,,,,,,,,,,,,,,,
EWO,-,-,-,-,-,-,4.82%,-,-,-,-,-,-,4.26%,7.66%,-,-,-
AEZS,0.43,-,-,-,0.01,-5.01,-,-57.00%,-65.60%,-61.20%,0.60%,-2.73,-24.30M,-33.72%,-10.38%,-,-,6.30M
RTO,4.96,55.62,-,347.64,1.31,0.73,1.79%,-,2.70%,-25.00%,1.20%,-,291.20M,46.71%,32.33%,-,74.14%,4.66B
ALCYU,601.18,-,-,-,-,-,-,-,-,0.00%,-,-,-,-,1.09%,-,-,-
PRFD,,,,,,,,,,,,,,,,,,
SRI,1.79,-,38.95,-,0.61,-0.50,-,-5.00%,-0.10%,4.30%,0.50%,0.47,-13.80M,-1.59%,-16.65%,-1.50%,-,920.20M
TRTN$A,,,,,,,,,,,,,,,,,,
HLIO,2.55,25.20,14.91,6.30,0.65,2.51,0.57%,10.60%,9.20%,-54.80%,1.59%,4.24,81.80M,-8.09%,14.84%,9.50%,14.30%,858.10M
ENVB,0.77,-,-,-,0.00,-10.71,-,-109.20%,-,56.70%,12.59%,-,-19.10M,-61.33%,95.19%,-,-,-
RSSS,8.33,-,-,-,0.00,-0.01,-,-4.40%,-33.50%,161.90%,18.80%,0.00,-0.20M,10.70%,7.81%,-0.70%,-,36.30M
EEV,-,-,-,-,-,-,0.77%,-,-,-,-,-,-,-9.16%,-14.65%,-,-,-
XWEB,-,-,-,-,-,-,0.11%,-,-,-,-,-,-,-0.54%,25.47%,-,-,-
MRVI,3.38,6.73,34.54,-,1.04,1.99,-,-,47.80%,-100.10%,0.40%,0.39,153.30M,-48.75%,-3.98%,-,0.00%,717.70M
FUSN,1.24,-,-,-,0.17,-1.99,-,-49.40%,-43.90%,2.10%,0.20%,-1.69,-92.00M,28.57%,42.86%,-,-,0.90M
OTTR,2.48,11.52,21.62,1.28,0.70,6.55,2.32%,23.00%,15.50%,-13.40%,1.99%,3.49,274.70M,17.49%,28.16%,19.30%,18.70%,1.42B
MASS,1.54,-,-,-,0.00,-1.16,-,-19.10%,-17.20%,-30.00%,5.90%,-1.18,-36.70M,-41.39%,11.68%,-76.40%,-,48.00M
WE,-,-,-,-,-,-2.44,-,55.90%,397.30%,39.80%,0.40%,-0.21,-1863.00M,-95.36%,-82.34%,-56.00%,-,3.33B
DON,-,-,-,-,-,-,2.91%,-,-,-,-,-,-,5.19%,1.58%,-,-,-
IMPPV,,,,,,,,,,,,,,,,,,
PRI,3.73,18.85,11.36,1.80,0.00,10.35,1.33%,-,9.80%,16.20%,0.60%,17.17,381.30M,65.69%,37.00%,-,22.56%,2.72B
AEY,0.86,-,-,-,0.18,-0.07,-,-8.10%,10.60%,-94.10%,38.84%,-,-0.90M,-49.99%,-56.54%,-1.00%,0.00%,88.00M
PSHG,0.02,-,-,-,0.82,-39.27,-,10.30%,14.10%,114.10%,0.18%,-,12.00M,-93.11%,-79.85%,16.00%,0.00%,75.20M
ETV,1.05,-,-,-,-,-2.74,8.95%,-,-,-,-,-,-,-5.66%,4.40%,-,-,21.50M
OFIX,1.01,-,-,-,0.10,-2.46,-,-18.20%,-4.30%,-660.80%,1.80%,-0.92,-76.20M,-21.87%,-4.36%,-14.40%,-,529.50M
MS$L,,,,,,,,,,,,,,,,,,
QDPL,,,,,,,,,,,,,,,,,,
QTJL,,,,,,,,,,,,,,,,,,
SMG,25.41,-,15.07,-,25.99,-11.23,4.22%,-324.70%,-10.10%,-60.80%,0.90%,4.15,-619.20M,-27.87%,28.96%,-16.60%,-,3.74B
VGSH,-,-,-,-,-,-,2.11%,-,-,-,-,-,-,-1.21%,-0.05%,-,-,-
KNF,-,23.44,-,-,0.84,2.03,-,-,8.90%,-,-,-,114.90M,-,20.96%,-,0.00%,2.53B
TSE,1.43,-,10.32,-,6.16,-14.24,3.64%,-82.10%,-11.80%,-411.30%,0.60%,1.49,-494.00M,-62.42%,-33.51%,-10.90%,-,4.58B
EFG,-,-,-,-,-,-,1.13%,-,-,-,-,-,-,21.67%,15.99%,-,-,-
XHLF,,,,,,,,,,,,,,,,,,
AKO.A,,,,,,,,,,,,,,,,,,
MET$E,,,,,,,,,,,,,,,,,,
RXO,4.45,48.46,23.82,-,0.78,0.46,-,6.00%,9.20%,-100.00%,0.10%,0.94,53.00M,-,28.37%,1.20%,0.00%,4.49B
UP.W,,,,,,,,,,,,,,,,,,
JOAN,-,-,-,-,-,-5.37,44.88%,-,-14.30%,-51.80%,0.60%,-1.13,-219.70M,-88.43%,-63.86%,-10.00%,-,2.20B
HTH,1.02,18.62,19.26,1.24,0.76,1.74,1.98%,5.70%,12.10%,41.70%,2.30%,1.68,116.70M,15.43%,5.55%,17.60%,35.60%,663.00M
ARTW,1.03,13.18,-,-,0.58,0.18,-,-,1.70%,175.40%,5.30%,-,0.80M,-22.95%,21.76%,-,0.00%,30.70M
THCP,,,,,,,,,,,,,,,,,,
VNOM,2.72,10.95,12.44,1.39,1.04,2.27,4.02%,-,56.30%,117.30%,0.20%,2.00,169.00M,-23.24%,-21.09%,-,121.48%,833.50M
IXAQ,,,,,,,,,,,,,,,,,,
EXPO,14.86,50.70,43.28,3.38,0.00,1.96,1.05%,30.90%,34.60%,0.90%,0.10%,2.30,101.80M,20.36%,1.17%,19.40%,49.50%,525.10M
COCO,10.90,135.35,32.44,-,0.00,0.21,-,8.70%,0.00%,192.40%,1.90%,0.90,12.30M,152.69%,108.99%,2.80%,0.00%,441.10M
IRVH,,,,,,,,,,,,,,,,,,
USML,,,,,,,,,,,,,,,,,,
MDRR,0.73,-,-,-,4.13,-2.28,6.12%,-27.90%,-,-11.50%,6.50%,-,-5.00M,-31.63%,-12.06%,-47.00%,-,10.60M
SSSS,0.43,-,-,-,-,-4.86,208.51%,-,-,-77.40%,5.91%,-0.58,-,-52.46%,-12.92%,-,-,4.17M
IMNM,4.68,-,-,-,0.00,-2.48,-,-143.70%,-,63.50%,18.95%,-0.85,-30.10M,86.85%,151.95%,-,-,2.40M
MGK,-,-,-,-,-,-,0.53%,-,-,-,-,-,-,28.28%,36.32%,-,-,-
GDV$H,,,,,,,,,,,,,,,,,,
HL,1.58,-,36.57,-,0.26,-0.08,0.44%,-2.30%,-0.20%,-174.80%,1.30%,0.14,-45.20M,17.21%,-5.98%,-6.20%,-,731.90M
NTEST.A,,,,,,,,,,,,,,,,,,
LQDT,3.25,15.67,14.97,-,0.00,1.00,-,21.80%,25.90%,-62.50%,1.20%,1.05,33.00M,9.92%,11.17%,11.00%,0.00%,298.80M
FLHK,-,-,-,-,-,-,3.94%,-,-,-,-,-,-,-5.54%,-2.97%,-,-,-
PW,0.18,-,-,-,1.08,-4.79,-,-37.20%,-19.30%,-159.80%,15.30%,-,-16.20M,-90.98%,-53.67%,-,-,7.50M
SLM,2.57,9.78,6.04,0.33,3.50,1.72,2.62%,27.50%,10.30%,3.40%,0.20%,2.78,446.90M,-3.27%,-0.06%,20.30%,25.30%,2.20B
CIZN,1.65,7.78,-,-,0.44,1.56,5.28%,25.20%,57.70%,-44.10%,15.68%,-,8.70M,-33.94%,-13.21%,20.90%,61.60%,41.70M
ALIT,0.96,-,11.98,-,0.63,-0.25,-,-2.70%,-0.60%,-493.10%,0.80%,0.76,-119.00M,24.03%,7.42%,-3.70%,-,3.24B
SIRI,-,13.30,12.12,2.07,-,0.29,2.53%,-32.90%,26.90%,-23.10%,0.30%,0.32,1.14B,-36.52%,-34.67%,12.70%,31.70%,8.96B
IDOG,-,-,-,-,-,-,3.93%,-,-,-,-,-,-,8.69%,12.66%,-,-,-
HAIL,-,-,-,-,-,-,2.01%,-,-,-,-,-,-,-10.01%,13.09%,-,-,-
XVOL,,,,,,,,,,,,,,,,,,
SR,1.22,13.60,14.76,2.23,1.65,4.68,4.52%,9.30%,5.10%,1.80%,0.20%,4.31,246.40M,-12.34%,-8.02%,9.10%,59.80%,2.70B
IGD,0.85,56.67,-,-,-,0.09,9.41%,-,-,-,-,-,-,-4.80%,-4.62%,-,266.34%,16.51M
GETR,0.05,-,-,-,0.00,-0.01,-,-0.10%,-,-,2.60%,-1.44,-0.30M,-96.30%,-44.46%,-,-,59.89M
ECX,-,-,-,-,-,-0.79,-,-,-108.80%,-,-,-0.13,-266.50M,-19.76%,-1.38%,-53.30%,-,500.20M
HCDI,0.42,-,-,-,25.63,-43.46,-,-167.80%,-7.90%,-,25.45%,-7.04,-31.10M,-89.94%,-54.41%,-86.30%,-,36.00M
RES,1.80,6.14,5.77,-,0.00,1.27,2.05%,33.30%,25.30%,373.40%,41.10%,1.35,271.60M,-6.34%,-16.87%,15.10%,0.00%,1.79B
AFMD,0.78,-,-,-,0.13,-0.73,-,-62.20%,-51.50%,-58.60%,4.71%,-0.66,-109.20M,-69.78%,-42.25%,-,-,40.80M
ASCA,,,,,,,,,,,,,,,,,,
NUW,-,-,-,-,-,-2.47,3.57%,-,-,-,0.04%,-,-,-1.16%,-0.22%,-,-,-
BMAC.U,,,,,,,,,,,,,,,,,,
CNDA,1.30,29.29,-,-,0.00,0.35,-,4.50%,-,-45.10%,-,-,12.30M,6.22%,3.07%,-,0.00%,-
VT,-,-,-,-,-,-,1.96%,-,-,-,-,-,-,13.16%,13.70%,-,-,-
HLT,-,30.90,21.00,1.07,-,4.55,0.43%,-118.30%,21.20%,1.90%,0.20%,6.70,1.25B,15.50%,11.41%,13.40%,13.10%,9.35B
SLF,1.89,13.67,7.48,1.96,0.00,3.72,4.34%,12.00%,47.20%,-6.00%,0.08%,6.80,2.18B,10.00%,9.76%,7.50%,55.40%,29.93B
SBB,-,-,-,-,-,-,0.93%,-,-,-,-,-,-,-7.19%,-3.45%,-,-,-
GWRS,6.66,42.06,43.66,2.80,2.47,0.30,2.35%,17.20%,4.50%,164.40%,10.10%,0.29,7.10M,-3.59%,-5.84%,14.80%,97.80%,47.80M
TRN,1.94,23.14,13.41,2.31,5.74,1.03,4.35%,6.50%,4.60%,2.40%,0.20%,1.78,86.30M,-1.38%,-20.16%,3.00%,118.30%,2.15B
EMAN,7.00,-,-,-,0.65,-0.05,-,-16.70%,-7.40%,-,0.10%,-0.10,-3.60M,196.21%,130.00%,-12.00%,-,29.80M
DUDE,-,-,-,-,-,-,1.38%,-,-,-,-,-,-,-11.15%,1.31%,-,-,-
MKC,5.06,37.28,31.72,5.04,1.07,2.47,1.70%,14.20%,7.60%,-10.00%,0.50%,2.90,666.20M,10.77%,11.90%,10.40%,60.40%,6.39B
PSFF,,,,,,,,,,,,,,,,,,
FNCB,1.00,6.76,-,-,0.08,0.95,5.59%,15.50%,37.10%,-37.90%,16.50%,-,18.80M,-21.72%,-21.44%,28.30%,36.20%,66.30M
TWEB,,,,,,,,,,,,,,,,,,
ECVT,1.95,23.80,9.36,1.02,1.30,0.45,-,8.90%,5.00%,-121.20%,2.00%,1.15,60.40M,10.89%,18.40%,8.00%,0.00%,801.30M
CRI,3.29,12.38,11.02,-,0.72,5.71,4.24%,-,20.70%,-43.60%,2.00%,6.42,214.80M,-2.83%,-6.62%,-,47.95%,3.13B
IYLD,-,-,-,-,-,-,5.59%,-,-,-,-,-,-,-2.54%,2.63%,-,-,-
AZUL,-,-,18.94,-,-,-5.45,-,19.20%,33.90%,-114.10%,-,0.66,-752.20M,52.44%,109.57%,-21.50%,-,3.50B
SCHZ,-,-,-,-,-,-,2.84%,-,-,-,-,-,-,-2.05%,1.08%,-,-,-
UBSI,0.93,10.83,12.24,1.35,0.06,2.94,4.52%,8.80%,16.30%,21.80%,1.70%,2.60,396.30M,-10.74%,-22.93%,35.10%,48.80%,1.13B
REFR,10.93,-,-,-,0.00,-0.08,-,-57.50%,-54.70%,30.00%,9.59%,-,-2.50M,-1.28%,-19.37%,-,-,0.60M
ABM,1.60,14.62,11.08,4.01,0.78,2.93,2.05%,11.30%,9.00%,7.60%,1.10%,3.86,196.00M,4.34%,-4.75%,2.50%,27.30%,7.95B
HTLD,1.49,9.96,14.66,0.75,0.42,1.64,0.49%,15.30%,11.10%,-24.90%,1.30%,1.11,129.40M,15.55%,5.38%,11.30%,4.90%,1.15B
SUI,2.07,77.23,45.73,25.74,0.94,1.73,2.78%,2.70%,3.30%,-,1.20%,2.93,211.20M,-12.45%,-6.14%,6.90%,202.40%,3.07B
FGM,-,-,-,-,-,-,4.83%,-,-,-,-,-,-,5.72%,13.11%,-,-,-
XMAR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.17%,-,-,-
QLYS,18.21,45.66,28.00,5.71,0.00,2.88,-,34.10%,36.30%,21.60%,1.00%,4.70,111.70M,8.47%,17.24%,22.00%,0.00%,507.00M
IVR$B,,,,,,,,,,,,,,,,,,
USCTU,,,,,,,,,,,,,,,,,,
LOCL,4.88,-,-,-,1.31,-0.09,-,-90.60%,-37.00%,26.40%,11.50%,-0.05,-108.80M,-89.15%,-73.16%,-,-,25.90M
QQQ,-,-,-,-,-,-,0.59%,-,-,-,-,-,-,30.95%,39.08%,-,-,-
PXH,-,-,-,-,-,-,5.23%,-,-,-,-,-,-,1.71%,9.90%,-,-,-
APIE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.34%,-,-,-
DIVZ,-,-,-,-,-,-,3.40%,-,-,-,-,-,-,-3.97%,-5.38%,-,-,-
RLI,4.48,9.27,25.72,0.95,0.15,13.84,0.84%,51.60%,42.20%,104.70%,0.40%,4.99,634.30M,24.47%,-0.06%,35.30%,7.40%,1.80B
FAPR,-,-,-,-,-,-,-,-,-,-,-,-,-,15.29%,11.52%,-,-,-
APRJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.96%,-,-,-
EDAP,4.65,-,-,-,0.08,-0.31,-,-16.30%,-6.40%,-,6.00%,-0.17,-11.60M,39.31%,-15.06%,-18.90%,-,61.40M
FEIG,,,,,,,,,,,,,,,,,,
PETQ,2.00,-,14.93,-,2.04,-1.44,-,-18.30%,-3.20%,202.00%,0.30%,1.02,-41.60M,-2.40%,63.12%,-4.40%,-,936.30M
CGV,,,,,,,,,,,,,,,,,,
MNKD,-,-,28.31,-,-,-0.28,-,28.70%,-50.40%,64.00%,2.20%,0.15,-71.20M,13.91%,-21.54%,-55.40%,-,128.40M
QABA,-,-,-,-,-,-,2.79%,-,-,-,-,-,-,-16.68%,-20.59%,-,-,-
DBVT,2.03,-,-,-,0.00,-0.62,-,-,-49.70%,-,0.20%,-0.85,-96.30M,-7.91%,29.41%,-,-,4.80M
INBX,79.49,-,-,-,13.46,-3.94,-,-,-49.60%,-40.10%,21.62%,-4.28,-162.90M,199.82%,9.02%,-,-,1.30M
ARI,0.69,6.36,7.57,90.84,2.96,1.80,12.26%,12.00%,2.00%,259.20%,0.30%,1.51,282.40M,10.90%,4.51%,43.30%,69.70%,652.20M
LBAY,-,-,-,-,-,-,3.45%,-,-,-,-,-,-,-4.33%,-10.42%,-,-,-
RAIL,-,-,15.83,-,-,-0.76,-,80.10%,-9.50%,87.90%,1.20%,0.17,-18.00M,-30.18%,-13.59%,-5.10%,-,352.50M
SWEB,,,,,,,,,,,,,,,,,,
OUNZ,-,-,-,-,-,-,-,-,-,-,-,-,-,6.55%,7.09%,-,-,-
MMMB,7.68,45.79,13.05,-,0.78,0.06,-,23.00%,12.70%,223.80%,0.30%,0.20,2.30M,95.76%,54.86%,2.40%,0.00%,93.20M
ATNI,1.10,-,2090.53,-,0.90,-0.67,2.11%,-1.80%,0.80%,-518.40%,0.40%,0.02,-10.60M,-9.54%,-13.35%,-1.40%,-,739.50M
PFFD,-,-,-,-,-,-,6.54%,-,-,-,-,-,-,-8.09%,-0.59%,-,-,-
CQQQ,-,-,-,-,-,-,0.08%,-,-,-,-,-,-,-11.40%,-0.38%,-,-,-
AAAU,-,-,-,-,-,-,-,-,-,-,-,-,-,6.57%,7.16%,-,-,-
GLU,0.88,-,-,-,-,-3.29,8.62%,-,-,-,1.35%,-,-,-13.68%,-0.50%,-,-,4.06M
ABEQ,-,-,-,-,-,-,1.18%,-,-,-,-,-,-,4.29%,2.07%,-,-,-
CCVI.U,,,,,,,,,,,,,,,,,,
SNPV,,,,,,,,,,,,,,,,,,
BML$L,,,,,,,,,,,,,,,,,,
APRN,1.04,-,-,-,0.65,-2.22,-,-237.20%,-176.60%,78.60%,1.00%,-7.56,-88.30M,-79.83%,-38.76%,-19.50%,-,453.80M
OCFC,0.61,6.77,6.98,0.68,0.12,2.46,4.80%,9.30%,18.20%,8.60%,0.10%,2.39,144.70M,-14.58%,-23.34%,30.20%,31.20%,479.20M
MITA,,,,,,,,,,,,,,,,,,
GPS,1.63,-,11.86,-,0.84,-0.16,6.18%,-2.50%,-3.20%,88.80%,5.70%,0.82,-58.00M,4.20%,-15.29%,-0.40%,-,15.41B
SPCB,1.40,-,-,-,10.81,-0.25,-,-183.20%,-15.60%,59.90%,16.80%,-,-7.50M,-65.23%,-38.20%,-42.30%,-,17.60M
EB,5.42,-,-,-,2.16,-0.51,-,-31.20%,-9.00%,31.60%,0.70%,-0.17,-49.90M,-13.42%,54.69%,-17.60%,-,283.00M
BKCH,-,-,-,-,-,-,0.23%,-,-,-,-,-,-,-0.39%,88.08%,-,-,-
DMYY,,,,,,,,,,,,,,,,,,
SYM,1216.00,-,309.81,-,0.00,-0.35,-,-368.70%,-,-123.80%,1.60%,0.16,-20.20M,212.38%,318.34%,-2.30%,-,893.10M
KUKE,2.36,-,-,-,1.35,-4.25,-,-127.10%,-649.30%,-,56.39%,-,-125.80M,-67.48%,26.42%,-,-,16.20M
DOL,-,-,-,-,-,-,4.20%,-,-,-,-,-,-,11.52%,10.84%,-,-,-
IGOV,-,-,-,-,-,-,0.11%,-,-,-,-,-,-,-1.56%,1.69%,-,-,-
LAZY,0.50,4.35,13.31,0.17,1.28,2.56,-,13.70%,11.80%,-109.20%,1.10%,0.84,33.00M,-17.33%,-6.11%,2.60%,0.00%,1.25B
TPZ,-,6.75,-,-,-,1.93,9.68%,-,-,-,0.28%,-,-,-2.01%,2.53%,-,-,-
PSO,1.38,25.62,-,-,0.28,0.41,2.51%,5.60%,3.40%,-59.50%,1.90%,-,303.80M,14.34%,-6.26%,6.30%,50.00%,4.82B
FIXX,0.38,-,-,-,0.00,-2.19,-,-64.70%,-1.50%,-131.40%,9.19%,-1.38,-126.00M,-43.88%,-16.27%,-,-,3.20M
UTEN,,,,,,,,,,,,,,,,,,
PNNT,0.76,-,6.84,-,-,-1.89,13.77%,-,-,54.20%,2.93%,0.85,-,-10.19%,1.22%,-,-,118.59M
SRGA,-,-,-,-,-,-7.27,-,-,499.50%,15251.90%,9.00%,-6.69,-50.50M,-68.08%,-43.21%,-64.60%,-,78.10M
HUT,0.97,-,-,-,0.10,-1.04,-,-41.60%,-49.90%,51.30%,5.84%,-0.33,-190.00M,30.65%,158.24%,-,-,116.40M
FFIN,3.18,18.95,20.63,1.89,0.00,1.61,2.35%,18.10%,26.70%,-5.90%,1.10%,1.48,231.10M,-22.50%,-12.99%,50.50%,40.70%,457.40M
DCTH,-,-,-,-,-,-3.91,-,552.10%,-,29.50%,1.50%,-1.26,-37.30M,67.55%,75.00%,-,-,2.90M
MNTN,,,,,,,,,,,,,,,,,,
MUX,0.86,-,-,-,0.16,-2.21,-,-28.90%,-26.20%,-106.70%,17.61%,-1.58,-103.40M,42.35%,23.89%,-86.50%,-,119.60M
ATMU,-,13.56,-,-,-,1.47,-,-,-,51.40%,-,-,-,-,-8.43%,-,0.00%,1.60B
MODD,1.41,-,-,-,0.00,-1.50,-,-145.00%,-,59.70%,1.00%,-1.18,-14.90M,-78.32%,-48.50%,-,-,-
SISI,0.24,-,-,-,0.43,-1.17,-,-41.10%,-47.60%,56.60%,0.50%,-,-15.60M,-54.26%,-80.59%,-,-,2.00M
KNOP,0.39,3.57,10.87,0.32,2.21,1.51,1.93%,-,4.00%,-,28.64%,0.49,50.90M,-67.53%,-43.93%,-,0.00%,268.60M
OPINL,,,,,,,,,,,,,,,,,,
GDV,0.88,-,-,-,-,-4.16,6.26%,-,-,-17.90%,0.18%,-,-,3.53%,2.38%,-,-,48.41M
GJP,,,,,,,,,,,,,,,,,,
AHL$C,,,,,,,,,,,,,,,,,,
HL$B,,,,,,,,,,,,,,,,,,
CHB,-,-,-,-,-,-,0.49%,-,-,-,-,-,-,-15.63%,-13.19%,-,-,-
MUC,0.83,-,-,-,-,-1.44,3.74%,-,-,-,-,-,-,-6.99%,0.19%,-,-,69.64M
XBOC,,,,,,,,,,,,,,,,,,
FEMS,-,-,-,-,-,-,4.67%,-,-,-,-,-,-,1.51%,-3.63%,-,-,-
GSMG,0.23,1.47,-,-,0.03,0.40,-,17.10%,14.90%,-52.40%,61.25%,-,26.90M,-19.69%,-60.38%,17.10%,0.00%,157.10M
ZVV,,,,,,,,,,,,,,,,,,
FRLN,0.01,-,-,-,0.00,-11.29,-,-91.60%,-,102.80%,-,-5.21,-61.10M,-78.66%,-62.96%,-,-,-
MFIN,0.57,3.72,4.97,0.25,0.00,2.11,4.08%,16.50%,21.80%,70.40%,21.05%,1.58,49.40M,7.43%,6.37%,23.60%,14.90%,209.20M
HWBK,0.96,6.79,-,-,0.39,2.68,3.89%,14.10%,31.30%,-49.80%,14.32%,-,17.40M,-25.43%,-13.51%,23.30%,25.40%,74.80M
