,P/B,P/E,Forward P/E,PEG,Debt/Eq,EPS (ttm),Dividend %,ROE,ROI,EPS Q/Q,Insider Own,EPS next Y,Income,Perf Year,Perf YTD,Profit Margin,Payout,Sales
ACGL,1.99,13.71,10.38,0.76,0.21,5.19,-,16.40%,8.90%,286.50%,0.90%,6.86,1.96B,48.06%,11.93%,18.30%,0.00%,10.71B
APVO,0.49,0.49,-,-,0.00,3.31,-,92.40%,-,116.30%,1.12%,-4.91,16.70M,-67.01%,-30.60%,-,0.00%,0.00M
NBIX,5.19,147.72,19.59,6.21,0.10,0.61,-,4.00%,6.40%,-653.90%,0.30%,4.60,64.00M,-3.96%,-25.14%,4.00%,0.00%,1.60B
GTX,-,10.84,6.27,1.28,-,0.74,-,-36.30%,33.80%,-11.70%,0.10%,1.27,48.00M,34.90%,5.51%,1.30%,0.00%,3.67B
SNGX,-,-,-,-,-,-3.65,-,-,-176.80%,76.40%,0.36%,-3.06,-10.50M,-92.01%,-89.41%,-,-,1.00M
PRGS,6.28,26.97,12.84,13.48,1.96,2.23,1.17%,25.30%,10.80%,16.70%,1.40%,4.67,98.30M,22.96%,17.84%,15.80%,30.90%,621.30M
DXLG,1.77,3.07,5.99,0.20,0.00,1.33,-,-,65.10%,-48.00%,8.10%,0.69,89.10M,-6.19%,-38.30%,-,0.00%,545.80M
PRPL,1.68,-,452.50,-,0.00,-1.08,-,-46.40%,-124.80%,-17.60%,0.20%,0.01,-99.50M,-41.26%,-26.17%,-18.40%,-,541.90M
QQQS,,,,,,,,,,,,,,,,,,
OAKU,-,-,-,-,-,-0.01,-,-,-,-,-,-,-0.10M,-,0.69%,-,-,-
KRUS,8.83,-,272.85,-,0.00,-0.07,-,-0.80%,-0.90%,46.50%,45.96%,0.30,-0.70M,117.30%,72.82%,-0.40%,-,163.20M
JEPQ,-,-,-,-,-,-,12.28%,-,-,-,-,-,-,-4.07%,15.71%,-,-,-
HROWL,,,,,,,,,,,,,,,,,,
SOHOB,,,,,,,,,,,,,,,,,,
ISRL,-,206.60,-,-,-,0.05,-,-,-,-,4.21%,-,-,-,1.67%,-,-,-
HOOK,0.91,-,-,-,0.03,-1.18,-,-61.80%,-69.90%,22.70%,7.95%,-1.15,-66.60M,-23.85%,63.58%,-,-,16.00M
NOTV,0.60,-,-,-,1.37,-13.48,-,-90.30%,-34.80%,-61.80%,0.50%,-0.67,-345.20M,-63.27%,22.47%,-57.80%,-,597.30M
HROW,26.61,-,22.07,-,0.00,-0.65,-,-129.60%,1.40%,-144.90%,0.30%,0.87,-18.30M,175.74%,27.03%,-19.80%,-,92.60M
EQIX,5.68,83.18,69.12,4.51,1.30,8.83,1.86%,7.20%,4.10%,71.40%,0.10%,10.63,815.70M,6.65%,12.95%,10.80%,140.00%,7.53B
USIG,-,-,-,-,-,-,3.45%,-,-,-,-,-,-,-5.41%,1.60%,-,-,-
FMIV,,,,,,,,,,,,,,,,,,
TERN,2.56,-,-,-,0.00,-1.58,-,-30.80%,-,43.40%,2.10%,-1.41,-68.10M,550.91%,5.50%,-,-,-
NICE,4.03,45.96,20.69,3.83,0.23,4.28,-,9.50%,6.90%,33.20%,-,9.50,284.10M,-0.72%,4.63%,12.80%,0.00%,2.23B
WTMAU,,,,,,,,,,,,,,,,,,
JJSF,3.42,63.32,28.75,-,0.11,2.41,1.84%,5.40%,5.10%,109.10%,18.80%,5.30,46.40M,20.23%,2.57%,3.20%,110.40%,1.47B
POLA,0.96,-,-,-,0.19,-0.44,-,-29.30%,-,1.90%,43.60%,-,-5.60M,-56.46%,0.92%,-33.70%,-,16.50M
USEG,0.45,-,-,-,0.15,-0.04,6.38%,-1.20%,6.00%,77.20%,25.50%,-,-1.00M,-65.58%,-38.04%,-2.20%,-,44.60M
PFC,0.55,5.38,6.10,0.60,0.09,2.64,8.73%,-,21.00%,-30.50%,0.20%,2.33,-,-48.92%,-49.13%,-,41.92%,281.34M
CLWT,0.89,32.92,-,-,0.01,0.05,-,2.70%,0.70%,376.50%,58.40%,-,0.40M,4.87%,11.19%,2.50%,0.00%,14.90M
REKR,1.55,-,-,-,0.20,-1.59,-,-130.00%,-156.00%,19.30%,1.70%,-0.30,-83.50M,-52.44%,13.75%,-,-,22.50M
ESGE,-,-,-,-,-,-,2.62%,-,-,-,-,-,-,-10.35%,0.86%,-,-,-
CGNT,1.71,-,-,-,0.00,-1.68,-,-50.40%,-56.90%,-113.20%,2.36%,-0.53,-114.10M,-32.35%,55.31%,-36.60%,-,312.10M
PTLO,3.43,84.60,44.96,9.30,1.06,0.24,-,4.30%,6.90%,-313.20%,0.80%,0.45,10.10M,5.16%,22.43%,1.70%,0.00%,608.70M
PEGA,25.57,-,22.82,-,3.64,-4.47,0.25%,-302.40%,-48.40%,-,39.50%,2.10,-366.00M,-6.45%,37.84%,-28.90%,-,1.27B
GCMG,,,,,,,,,,,,,,,,,,
FRAF,,,,,,,,,,,,,,,,,,
IDBA,3.40,-,-,-,-,-2.03,-,-,-,-,2.97%,-0.14,-,-80.33%,-35.11%,-,-,4.34M
EGBN,0.51,5.42,7.67,0.74,0.06,3.75,8.85%,9.70%,21.80%,-45.40%,0.10%,2.65,119.40M,-61.07%,-56.01%,25.10%,47.90%,476.50M
BFST,0.70,6.05,6.75,-,0.81,2.43,3.27%,12.10%,27.90%,31.40%,3.70%,2.18,57.80M,-35.32%,-35.14%,21.30%,19.60%,271.50M
CRECU,,,,,,,,,,,,,,,,,,
BTEC,-,-,-,-,-,-,-,-,-,-,-,-,-,11.30%,6.60%,-,-,-
QQQA,,,,,,,,,,,,,,,,,,
IHRT,0.75,-,2.82,-,11.66,-2.96,-,-67.30%,1.40%,-354.90%,1.90%,0.83,-438.30M,-80.12%,-62.81%,-11.30%,-,3.88B
PETZ,0.55,-,-,-,0.43,-1.67,-,-92.00%,-24.20%,45.60%,39.54%,-,-6.10M,-71.77%,-24.52%,-,-,2.40M
CEG,2.56,-,15.51,-,0.62,-0.52,1.35%,-1.60%,5.30%,-9.70%,0.10%,5.39,-169.00M,24.37%,-3.92%,-0.60%,-,26.41B
ESOA,0.80,10.76,5.44,-,0.82,0.17,-,7.70%,6.10%,-86.40%,23.70%,0.34,2.80M,-22.39%,-26.42%,1.30%,0.00%,215.00M
DJCO,1.93,-,-,-,0.40,-19.90,-,-13.60%,11.30%,134.00%,12.90%,-,-27.40M,19.20%,17.84%,-45.50%,-,60.20M
ZIONO,,,,,,,,,,,,,,,,,,
LVOX,2.79,-,40.59,-,0.59,-0.36,-,-33.40%,-22.40%,35.70%,3.40%,0.07,-33.00M,27.31%,-7.41%,-23.40%,-,140.80M
FORL,875.00,-,-,-,-,-0.00,-,-,-,-,-,-,0.00M,-,1.32%,-,-,-
MATW,2.40,-,12.83,-,1.52,-2.12,2.33%,-12.40%,-5.50%,587.00%,2.40%,3.08,-65.20M,20.18%,28.32%,-3.60%,-,1.81B
ENERU,,,,,,,,,,,,,,,,,,
NPABU,,,,,,,,,,,,,,,,,,
SIEN,-,-,-,-,-,-8.57,-,-,-132.90%,63.40%,0.90%,-1.71,-68.20M,-83.70%,-19.66%,-74.30%,-,91.70M
SND,0.27,42.57,13.55,-,0.11,0.04,-,0.70%,0.00%,38.00%,7.30%,0.11,1.60M,-57.06%,-18.44%,0.50%,0.00%,296.50M
NIU,1.61,-,8.51,-,0.20,-0.15,-,-6.20%,-4.70%,-102.40%,-,0.43,-11.30M,-54.86%,-33.29%,-2.70%,-,425.30M
GRCL,1.01,-,-,-,0.12,-1.27,-,-39.30%,-,-1.50%,23.41%,-1.70,-85.80M,-12.38%,20.00%,-,-,-
EWZS,-,-,-,-,-,-,4.02%,-,-,-,-,-,-,-15.84%,12.38%,-,-,-
GO,2.48,42.63,24.91,3.91,0.29,0.67,-,6.10%,5.60%,17.20%,0.60%,1.15,67.20M,-25.38%,-1.58%,1.80%,0.00%,3.71B
FWAC,,,,,,,,,,,,,,,,,,
SAI,1.98,5.42,-,-,0.00,0.32,-,-,-,-,57.96%,-,-0.10M,-70.75%,-22.89%,-,-,5.40M
ARBG,,,,,,,,,,,,,,,,,,
DUNEU,,,,,,,,,,,,,,,,,,
ATNF,0.60,-,-,-,0.11,-20.26,-,-206.30%,-,-238.40%,0.70%,-,-45.10M,-96.02%,-67.85%,-,-,-
BBLG,0.96,-,-,-,0.00,-0.33,-,-96.30%,-,-245.60%,40.14%,-0.47,-4.50M,-89.14%,-15.59%,-,-,-
CERS,6.18,-,-,-,1.24,-0.26,-,-67.00%,-25.20%,-24.40%,0.30%,-0.14,-46.10M,-62.15%,-43.70%,-25.10%,-,183.80M
FORLU,,,,,,,,,,,,,,,,,,
SUNW,0.78,-,-,-,0.06,-0.87,-,-,-42.90%,-,1.00%,-0.18,-28.20M,-35.68%,-18.99%,-,-,161.90M
TLSA,2.83,-,-,-,0.00,-0.17,-,-,-,-75.90%,43.01%,-,-10.50M,28.78%,42.02%,-,-,-
HRMY,4.73,11.35,10.33,-,0.43,3.09,-,52.80%,33.10%,35.80%,18.88%,3.40,189.50M,-19.98%,-36.62%,40.20%,0.00%,471.70M
LIBYU,,,,,,,,,,,,,,,,,,
EDUC,0.20,-,-,-,1.01,-0.30,36.70%,-5.40%,-1.80%,-696.70%,10.70%,-,-2.50M,-75.17%,-64.38%,-2.90%,-,87.80M
MARXU,41.84,-,-,-,-,-,-,-,-,-,0.42%,-,-,-,2.85%,-,-,-
AOGO,0.31,197.20,-,-,0.00,0.05,-,0.20%,-,-,16.16%,-,0.20M,-,3.36%,-,0.00%,-
NAUT,1.23,-,-,-,0.00,-0.46,-,-17.80%,-,5.20%,8.20%,-0.94,-57.10M,-18.50%,60.28%,-,-,-
DENN,-,12.62,16.10,4.78,-,0.89,-,-115.30%,15.20%,-97.00%,1.10%,0.69,53.50M,5.85%,19.87%,11.40%,0.00%,470.80M
IRAAU,,,,,,,,,,,,,,,,,,
LGVN,3.86,-,-,-,0.00,-0.95,-,-88.00%,-88.00%,-31.60%,14.54%,-0.86,-20.00M,-62.17%,-5.43%,-,-,1.10M
EVER,2.77,-,-,-,0.00,-0.66,-,-19.60%,-23.10%,58.90%,4.00%,-0.52,-21.20M,-6.47%,-38.70%,-5.30%,-,402.70M
GMGI,2.39,-,20.00,-,0.00,-0.04,-,-3.80%,-0.80%,-236.20%,39.80%,0.11,-1.00M,-45.22%,-11.15%,-2.70%,-,37.90M
CCSO,-,-,-,-,-,-,0.23%,-,-,-,-,-,-,-,1.33%,-,-,-
IOVA,2.84,-,-,-,0.00,-2.40,-,-81.00%,-,13.80%,0.10%,-1.54,-411.70M,27.56%,40.14%,-,-,-
FCUV,16.10,-,-,-,0.00,-0.06,-,-48.20%,-64.70%,42.90%,59.23%,-,-4.20M,-82.92%,-61.15%,-,-,0.40M
YNDX,,,,,,,,,,,,,,,,,,
WAFU,0.86,8.45,-,-,0.00,0.26,-,10.50%,7.20%,127.30%,72.07%,-,1.10M,0.09%,-2.13%,10.20%,0.00%,11.10M
TRS,1.66,19.12,11.44,2.05,0.61,1.35,0.62%,8.90%,7.40%,-64.30%,0.80%,2.25,56.90M,-12.40%,-9.12%,6.50%,11.80%,875.00M
BLEUU,,,,,,,,,,,,,,,,,,
MACAU,,,,,,,,,,,,,,,,,,
BRQS,-,-,-,-,-,-0.97,-,392.00%,94.30%,90.40%,15.90%,-,-24.10M,-92.07%,3.99%,-64.80%,-,52.50M
SHIP,0.34,4.47,7.66,-,1.09,0.95,2.35%,7.40%,6.70%,-98.80%,59.60%,0.56,16.90M,-65.58%,-16.65%,13.50%,102.80%,125.00M
TRUP,2.97,-,-,-,0.35,-1.48,-,-19.90%,-11.50%,-176.30%,1.40%,-0.76,-60.60M,-68.81%,-54.74%,-6.30%,-,955.50M
CPIX,0.63,-,-,-,0.44,-0.28,-,-10.60%,-11.00%,114.00%,2.10%,-,-4.00M,-20.00%,-25.33%,-10.00%,-,40.10M
JANX,1.49,-,-,-,0.00,-1.61,-,-20.50%,-20.90%,-28.80%,1.44%,-2.48,-67.10M,-6.14%,-16.48%,-,-,9.10M
ABNB,12.84,35.72,26.68,1.90,0.38,3.00,-,37.50%,22.60%,708.50%,3.20%,4.02,2.03B,-12.55%,23.25%,23.30%,0.00%,8.71B
WBD,0.59,-,21.20,-,1.05,-3.75,-,-18.40%,-5.90%,-164.10%,0.60%,0.53,-8896.00M,-39.45%,19.83%,-21.50%,-,41.36B
ACRV,1.71,-,-,-,0.00,-1.70,-,-,-,-14.10%,17.60%,-3.64,-,-,4.17%,-,-,-
BSFC,9.75,-,2.15,-,10.80,-0.52,-,-,-220.20%,-,58.70%,0.05,-13.20M,-92.90%,-75.49%,-,-,12.80M
KRMD,5.55,-,-,-,0.02,-0.19,-,-27.00%,-27.20%,6.70%,0.60%,-0.15,-8.50M,55.11%,2.10%,-29.40%,-,29.00M
PSNL,0.44,-,-,-,0.01,-2.46,-,-49.50%,-52.40%,2.20%,2.40%,-1.88,-113.80M,-61.03%,-9.85%,-,-,68.70M
HEAR,2.22,-,128.64,-,0.00,-3.61,-,-59.40%,-52.40%,-1.10%,0.40%,0.09,-59.80M,-38.04%,56.76%,-24.40%,-,244.90M
FOXF,3.26,19.13,14.69,1.28,0.00,4.69,-,18.30%,16.50%,-13.30%,0.30%,6.11,199.00M,10.34%,-3.12%,12.30%,0.00%,1.62B
AQB,0.19,-,-,-,0.05,-0.33,-,-12.10%,-11.10%,-26.60%,1.24%,-0.41,-23.50M,-67.11%,-35.86%,-,-,2.60M
LUNG,3.01,-,-,-,0.26,-1.58,-,-37.20%,-34.40%,1.80%,4.20%,-1.59,-59.00M,-36.59%,39.15%,-,-,57.40M
CMPX,2.02,-,-,-,0.00,-0.36,-,-26.60%,-,12.70%,5.10%,-0.47,-39.90M,-6.29%,-43.74%,-,-,-
UFIV,,,,,,,,,,,,,,,,,,
CIFR,1.76,-,-,-,0.04,-0.11,-,-8.10%,-11.00%,62.30%,1.40%,-0.04,-28.20M,2.29%,312.82%,-,-,24.90M
ACDC,5.38,4.99,3.84,-,10.41,2.38,-,-13.60%,-148.90%,12.20%,2.00%,3.08,113.50M,-37.27%,-54.72%,3.90%,0.00%,2.93B
NEON,4.61,-,-,-,0.00,-0.35,-,-22.70%,-27.70%,7.80%,33.95%,-,-4.90M,12.05%,42.00%,-87.90%,-,5.60M
CERE,11.79,-,-,-,0.78,-2.52,-,-77.10%,-,-44.30%,17.56%,-2.82,-387.50M,18.06%,2.00%,-,-,-
OVBC,0.84,8.53,-,-,0.08,2.80,3.69%,10.00%,28.90%,52.70%,3.20%,-,13.30M,-20.65%,-8.10%,28.00%,30.00%,47.60M
ENCP,2.47,356.67,-,-,0.05,0.03,-,-,-,74.50%,-,-,0.10M,-,3.97%,-,0.00%,-
ELOX,-,-,-,-,-,-14.16,-,407.30%,-,46.40%,0.68%,-8.74,-30.70M,-42.39%,273.63%,-,-,-
SNOA,0.53,-,-,-,0.00,-2.19,-,-92.90%,-50.90%,-103.60%,0.26%,-,-6.80M,-72.11%,-16.07%,-54.10%,-,12.60M
NBSTU,,,,,,,,,,,,,,,,,,
INTR,0.71,-,1.69,-,0.03,-0.00,-,-0.20%,13.90%,121.00%,28.51%,1.45,-2.20M,-,2.32%,-0.40%,-,556.60M
AIRT,3.52,70.86,-,-,6.63,0.37,-,4.70%,9.90%,52.50%,2.70%,-,1.10M,48.59%,8.04%,0.50%,0.00%,224.40M
CHRW,8.38,15.72,20.76,20.55,1.41,6.21,2.50%,48.60%,30.30%,-53.20%,0.30%,4.70,785.10M,-10.77%,4.72%,3.50%,36.80%,22.49B
PRAA,0.63,41.28,13.13,1.15,2.63,0.45,-,1.60%,6.50%,-255.20%,0.50%,1.42,18.50M,-49.76%,-44.38%,2.10%,0.00%,881.40M
PTPI,0.37,-,-,-,0.59,-10.26,-,-97.60%,-76.00%,-687.30%,42.73%,-,-21.20M,-73.29%,7.81%,-,-,6.00M
ZG,2.28,-,27.42,-,0.38,-0.56,-,-,-1.60%,-199.80%,3.49%,1.60,-135.00M,8.48%,42.65%,-,-,1.89B
VERI,2.57,-,88.75,-,2.27,-0.72,-,-37.50%,-9.70%,-0.60%,1.90%,0.05,-26.40M,-53.91%,-28.08%,-18.10%,-,145.60M
ZJYL,2.51,16.79,-,-,0.00,0.34,-,18.70%,13.80%,22.70%,89.48%,-,2.70M,-,-30.94%,14.10%,0.00%,19.20M
KRNY,0.53,11.57,12.61,2.89,0.53,0.61,6.23%,4.60%,15.70%,-37.20%,1.00%,0.56,40.20M,-45.16%,-33.00%,14.70%,72.20%,272.60M
ADMA,6.12,-,59.41,-,0.99,-0.24,-,-37.20%,-15.60%,76.00%,1.50%,0.07,-47.70M,97.79%,3.99%,-26.20%,-,181.90M
MKTX,9.32,40.48,32.21,3.00,0.00,6.89,1.03%,24.50%,22.10%,14.20%,1.90%,8.66,259.10M,-5.28%,-2.22%,35.20%,40.80%,735.40M
BSJO,-,-,-,-,-,-,5.55%,-,-,-,-,-,-,-4.16%,1.00%,-,-,-
KRNLU,,,,,,,,,,,,,,,,,,
PRQR,2.27,-,-,-,0.36,-0.88,-,-86.10%,-75.70%,44.10%,19.20%,-0.46,-63.90M,155.22%,-53.11%,-,-,4.50M
DAX,-,-,-,-,-,-,2.44%,-,-,-,-,-,-,3.25%,11.56%,-,-,-
ENTX,2.20,-,-,-,0.00,-0.40,-,-85.90%,-111.50%,42.10%,1.10%,-0.76,-11.50M,-65.72%,4.71%,-,-,-
INCR,-,7.76,1.56,-,-,0.25,-,-,-,-98.40%,35.80%,1.24,-,-71.39%,-40.78%,-,-,-
ETON,8.77,-,25.73,-,0.57,-0.25,-,-52.10%,-44.90%,50.50%,4.10%,0.15,-6.40M,24.92%,40.43%,-26.10%,-,24.40M
IMAQU,,,,,,,,,,,,,,,,,,
PUCK,2.72,-,-,-,0.02,-0.02,-,-0.30%,-,-612.10%,15.68%,-,-0.60M,5.75%,2.39%,-,-,-
STKL,2.30,-,40.41,-,0.99,-0.11,-,-3.40%,0.80%,158.70%,2.20%,0.17,-11.90M,-19.50%,-21.50%,-1.20%,-,918.40M
VCTR,2.01,8.83,6.25,-,0.94,3.55,3.64%,24.00%,15.70%,-27.00%,6.90%,5.01,253.50M,9.73%,15.54%,30.70%,28.80%,826.10M
STER,1.68,98.22,9.79,6.55,0.68,0.14,-,1.90%,3.80%,-90.10%,0.30%,1.35,13.80M,-31.30%,-14.29%,1.80%,0.00%,754.10M
BSVN,1.38,6.50,6.56,-,0.00,3.58,2.75%,23.40%,38.40%,54.00%,4.60%,3.55,33.10M,-1.42%,-8.01%,36.20%,15.40%,91.20M
ELDN,0.33,-,-,-,0.00,-6.23,-,-79.10%,-,-9.50%,10.06%,-1.35,-88.90M,-45.75%,-13.16%,-,-,-
UTWO,-,-,-,-,-,-,3.91%,-,-,-,-,-,-,-,-0.35%,-,-,-
CIRC,,,,,,,,,,,,,,,,,,
ESMV,,,,,,,,,,,,,,,,,,
EDBL,0.46,-,-,-,1.09,-38.91,-,-,-239.80%,81.60%,31.90%,-2.79,-12.70M,-97.34%,-75.40%,-,-,11.30M
FEM,-,-,-,-,-,-,6.44%,-,-,-,-,-,-,-16.18%,-3.95%,-,-,-
ATER,0.56,-,-,-,0.26,-2.67,-,-149.10%,-141.00%,56.70%,3.80%,-0.23,-179.30M,-82.86%,-25.46%,-83.60%,-,214.40M
MCAF,1.71,316.06,-,-,0.04,0.03,-,0.30%,-,240.20%,32.15%,-,0.10M,6.86%,3.27%,-,0.00%,-
VERB,0.02,-,-,-,0.83,-9.58,-,-,-,-,7.70%,-3.15,-37.70M,-93.29%,-77.91%,-,-,9.40M
FRES,0.41,-,-,-,0.54,-266.73,-,-,-,-,2.16%,-,-14.30M,-27.90%,-10.36%,-,-,2.20M
OZON,,,,,,,,,,,,,,,,,,
PFIN,0.48,-,-,-,0.18,-0.16,3.16%,-1.20%,-2.20%,154.10%,3.20%,-,-0.50M,9.26%,27.52%,-0.90%,-,60.80M
CMLS,0.15,-,5.80,-,1.84,-0.30,-,-1.10%,7.20%,-,0.10%,0.55,-4.30M,-72.03%,-48.47%,-0.50%,0.00%,927.20M
SIGI,2.45,24.14,13.27,1.80,0.20,4.13,1.20%,10.70%,10.10%,66.90%,0.80%,7.52,251.90M,24.42%,10.00%,6.70%,20.60%,3.74B
PUCKU,,,,,,,,,,,,,,,,,,
NLSP,7.64,-,-,-,0.00,-0.88,-,-,-,-37.80%,27.14%,-,-16.50M,59.97%,-19.37%,-,-,-
NEGG,2.59,-,-,-,0.05,-0.15,-,-33.20%,-40.50%,-530.90%,52.90%,-0.10,-57.40M,-76.78%,-19.54%,-3.30%,-,1.72B
USTB,-,-,-,-,-,-,3.27%,-,-,-,-,-,-,-1.38%,0.64%,-,-,-
ANTE,0.17,-,-,-,0.24,-0.39,-,-,-,-,10.00%,-,-17.30M,-76.25%,3.64%,-,-,11.70M
SGRY,2.33,-,43.95,-,1.32,-0.92,-,-5.80%,7.00%,-247.10%,0.20%,0.83,-91.70M,-9.54%,30.65%,-3.50%,-,2.61B
RMGC,,,,,,,,,,,,,,,,,,
SANW,0.63,6.03,-,0.40,0.63,0.18,-,15.20%,-33.90%,504.50%,1.00%,-0.17,8.20M,-20.00%,-30.20%,11.70%,0.00%,70.50M
ERII,7.65,147.14,46.03,7.36,0.00,0.17,-,5.60%,12.30%,-182.50%,1.80%,0.54,9.90M,18.71%,16.91%,9.30%,0.00%,106.40M
ROC,,,,,,,,,,,,,,,,,,
SIGA,2.48,12.24,4.80,12.24,0.00,0.46,-,20.70%,19.10%,-157.50%,42.56%,1.16,33.30M,-56.44%,-19.04%,30.70%,0.00%,108.60M
SNAX,1.49,-,-,-,0.35,-1.03,-,-157.70%,-131.50%,75.70%,17.70%,-0.35,-30.50M,-42.19%,1.56%,-,-,27.20M
AMKR,1.68,9.75,11.15,-,0.34,2.60,1.18%,18.20%,16.30%,-73.50%,6.10%,2.27,640.50M,19.85%,2.71%,9.20%,9.60%,6.97B
BSGM,51.67,-,-,-,0.00,-0.55,-,-971.60%,-,46.00%,7.80%,-0.33,-26.60M,30.93%,267.86%,-,-,0.30M
WOOF,0.88,32.70,14.90,0.67,0.69,0.24,-,3.70%,4.70%,12.70%,1.30%,0.53,64.20M,-53.37%,-19.04%,1.40%,0.00%,6.12B
ERET,,,,,,,,,,,,,,,,,,
ULCC,3.67,25.40,5.49,-,0.88,0.32,-,15.00%,-3.90%,89.30%,0.10%,1.50,71.00M,-20.56%,-19.13%,2.00%,0.00%,3.57B
CPAA,,,,,,,,,,,,,,,,,,
OLK,5.60,-,322.17,-,0.02,-0.11,-,-3.10%,-6.70%,168.90%,68.29%,0.06,-12.90M,54.52%,-24.63%,-9.20%,-,139.80M
BJDX,0.43,-,-,-,0.00,-0.49,-,-76.80%,-83.10%,-24.70%,0.20%,-0.04,-9.80M,-73.58%,-26.30%,-,-,0.20M
TRVI,2.01,-,-,-,0.08,-0.47,-,-29.70%,-,72.70%,3.63%,-0.43,-28.20M,-11.30%,9.84%,-,-,-
CPOP,0.29,15.00,-,-,0.11,0.04,-,-,0.90%,-,29.34%,-,0.80M,-45.72%,-26.97%,-,0.00%,32.30M
FCFS,2.42,16.92,14.69,1.52,0.73,5.82,1.34%,11.20%,9.90%,144.60%,20.07%,6.70,272.90M,31.62%,11.63%,7.20%,28.20%,2.83B
SEER,0.55,-,-,-,0.00,-1.49,-,-20.60%,-21.80%,0.80%,1.50%,-1.48,-93.30M,-58.87%,-37.24%,-,-,16.20M
GGLS,,,,,,,,,,,,,,,,,,
AAPD,-,-,-,-,-,-,3.31%,-,-,-,-,-,-,-,-27.36%,-,-,-
NRC,14.41,36.13,-,2.78,0.28,1.21,1.10%,42.70%,37.60%,-16.20%,0.10%,-,30.20M,26.61%,17.99%,20.20%,59.00%,149.60M
TSHA,-,-,-,-,-,-2.75,-,-,-417.60%,78.90%,3.90%,-1.02,-133.50M,-74.62%,-69.91%,-,-,7.20M
SVII,,,,,,,,,,,,,,,,,,
HURC,0.60,23.48,-,-,0.00,0.90,3.04%,2.60%,4.10%,-62.40%,3.50%,-,5.90M,-19.43%,-18.91%,2.50%,66.30%,238.60M
ROCL,,,,,,,,,,,,,,,,,,
ZBZZT,,,,,,,,,,,,,,,,,,
GASS,0.23,3.46,3.63,0.68,0.54,0.90,-,6.90%,4.10%,119.70%,3.00%,0.86,34.30M,14.65%,16.79%,22.40%,0.00%,152.80M
RFIL,1.19,86.74,10.11,-,0.36,0.06,-,1.40%,3.60%,-313.00%,5.00%,0.47,0.60M,-27.04%,-6.81%,0.60%,0.00%,86.70M
QOMOU,,,,,,,,,,,,,,,,,,
RANI,3.42,-,-,-,0.00,-1.32,-,-83.10%,-,-14.10%,1.10%,-1.49,-32.70M,-66.17%,-35.08%,-,-,-
ZJZZT,,,,,,,,,,,,,,,,,,
BLTE,12.09,-,-,-,0.00,-0.73,-,-,-,-68.00%,70.98%,-0.82,-,7.30%,-48.28%,-,-,-
DBGI,-,-,-,-,-,-102.71,-,314.20%,-486.30%,96.80%,0.08%,-,-38.00M,-96.05%,-82.58%,-,-,14.00M
PPYA,,,,,,,,,,,,,,,,,,
VFF,0.20,-,-,-,0.19,-1.12,-,-,-23.80%,13.50%,16.22%,-0.12,-101.30M,-80.31%,-54.44%,-,-,288.10M
QUBT,0.97,-,-,-,0.11,-0.87,-,-48.90%,-44.10%,42.50%,44.90%,-0.37,-40.00M,-42.01%,-20.51%,-,-,0.20M
EBON,0.12,-,-,-,0.00,-5.58,-,-,-15.00%,-,0.08%,-,-43.90M,-72.55%,116.15%,-,-,32.30M
FPA,,,,,,,,,,,,,,,,,,
PAHC,1.97,18.77,9.93,5.21,1.77,0.71,3.62%,10.70%,8.00%,-43.20%,0.54%,1.33,28.60M,-32.64%,-1.90%,2.90%,68.00%,978.10M
IJT,-,-,-,-,-,-,1.35%,-,-,-,-,-,-,-8.25%,-1.39%,-,-,-
VIRI,2.52,-,-,-,0.00,-1.24,-,-171.30%,-,65.90%,12.05%,-0.29,-12.20M,-59.31%,622.46%,-,-,-
BTB,0.01,-,-,-,0.00,-11.12,-,-,-12.00%,-594.40%,0.08%,-,-15.40M,-83.43%,-92.29%,-,-,0.09M
CYTH,14.22,-,-,-,0.00,-1.83,-,-212.10%,-,-54.90%,3.80%,-1.05,-15.50M,-42.80%,-13.39%,-,-,1.40M
JGGCU,,,,,,,,,,,,,,,,,,
MCRI,2.70,14.65,13.42,1.05,0.11,4.44,1.84%,17.40%,16.50%,-2.80%,4.30%,4.85,87.00M,3.79%,-11.16%,17.90%,0.00%,486.20M
EMLDU,,,,,,,,,,,,,,,,,,
SOXQ,-,-,-,-,-,-,1.10%,-,-,-,-,-,-,11.27%,37.37%,-,-,-
BCPC,4.10,40.65,29.30,1.69,0.45,3.06,0.57%,10.70%,8.50%,-21.40%,0.93%,4.25,99.10M,-2.85%,0.95%,10.50%,22.90%,946.00M
XGN,1.46,-,-,-,0.84,-2.61,-,-90.80%,-62.70%,27.40%,2.70%,-1.53,-44.80M,-38.79%,30.83%,-96.60%,-,46.40M
REVB,0.49,-,-,-,0.00,-16.20,-,-,-,-,10.43%,-2.09,-10.80M,-94.36%,-84.22%,-,-,-
NRIM,0.96,7.67,7.30,-,0.05,4.92,6.36%,13.00%,37.40%,-30.40%,1.20%,5.17,28.30M,-10.94%,-31.75%,25.80%,40.40%,110.10M
CNFR,0.88,-,11.43,-,1.52,-0.75,-,-36.60%,-15.30%,127.70%,42.20%,0.14,-6.80M,-28.33%,6.37%,-6.50%,-,104.10M
HNRG,1.11,5.93,2.49,-,0.39,1.34,-,-,9.10%,284.70%,1.50%,3.20,51.10M,63.12%,-21.62%,-,0.00%,491.40M
ISHP,,,,,,,,,,,,,,,,,,
